"Time","pod","Value"
1701356399000,loki-read-2,0.3439354209750082
1701356399000,spin-front50-564ccc86ff-5fj7k,0.3343700967638385
1701356399000,loki-read-1,0.3255622976387084
1701356399000,spin-gate-66c5fd9d8d-27hd4,0.32154406421049253
1701356399000,castai-cluster-controller-b8579544c-v8d6q,0.313082618359375
1701356399000,castai-cluster-controller-b8579544c-bqgsk,0.31232771875
1701356399000,consul-79695765d7-rq8mx,0.29979570509234277
1701356399000,spin-rosco-746d4cdd88-5m592,0.27919922669206554
1701356399000,redis-replica-node-0,0.2736067541758049
1701356399000,ebs-csi-node-f7r6f,0.27129718546875004
1701356399000,ebs-csi-node-lq5j4,0.2706440375
1701356399000,spin-echo-b9b896cf9-xj6x7,0.22801982872451243
1701356399000,spin-igor-94997965c-27jd6,0.2249012767101622
1701356399000,loki-write-2,0.22428249558157975
1701356399000,loki-read-0,0.21959184883386035
1701356399000,spin-redis-c576bb8cd-k6dcj,0.21323107470442326
1701356399000,inventory-worker-6dd4bd58c7-wccfs,0.1846890833333333
1701356399000,tempo-0,0.18277729135597154
1701356399000,aws-node-q9mx8,0.1827624906674294
1701356399000,aws-node-tf7lf,0.1763881719397545
1701356399000,redis-replica-node-1,0.17598967212966754
1701356399000,promtail-b556x,0.1596105367734786
1701356399000,promtail-8qdb8,0.1400859432654986
1701356399000,aws-subnet-available-ip-collector-6dbc4cc88b-fcbh9,0.1112165632387169
1701356399000,castai-agent-6f6ffbf8dc-dwcc8,0.0821229625
1701356399000,service-portal-59bb76c698-kgkc7,0.07084055531116105
1701356399000,docs-64cc74bdc-k92mz,0.06658920475203382
1701356399000,prometheus-kube-prometheus-operator-7d978d49f4-pqbmj,0.0628759519385715
1701356399000,otel-collector-opentelemetry-collector-b5867f68f-mf92d,0.06119613533333333
1701356399000,vizier-pem-hxfd7,0.06049519402120592
1701356399000,prometheus-kube-state-metrics-675b965b4c-l9hsn,0.05528388006695825
1701356399000,vizier-pem-4579l,0.05472542102131538
1701356399000,sp1-agent-grafana-agent-0,0.05450035413582412
1701356399000,vizier-pem-vthsk,0.05297781681221524
1701356399000,vizier-pem-9nz7s,0.052598849178901196
1701356399000,newrelic-bundle-newrelic-logging-ck5kw,0.048987447916666677
1701356399000,newrelic-bundle-newrelic-logging-lvchw,0.048987447916666677
1701356399000,newrelic-bundle-newrelic-logging-4dnnw,0.04894423958333333
1701356399000,newrelic-bundle-newrelic-logging-tfphd,0.048515052083333336
1701356399000,aws-load-balancer-controller-bf9dc8dc9-p2rlr,0.048305945211709576
1701356399000,newrelic-bundle-nrk8s-kubelet-49vcv,0.04501812743092379
1701356399000,newrelic-bundle-nrk8s-kubelet-v6g5m,0.04501812743092379
1701356399000,newrelic-bundle-nrk8s-kubelet-b2d8k,0.044983560764257115
1701356399000,newrelic-bundle-nrk8s-kubelet-54csk,0.04456230261122783
1701356399000,prometheus-prometheus-node-exporter-9zr2q,0.039293456637332774
1701356399000,argo-rollouts-ddb5fb5bd-ndpjg,0.03928843829655267
1701356399000,plugin-azure-cost-mgmt-cost-datasource-aobbckcbidsdjimr-5fm8kl8,0.03843530006020886
1701356399000,external-dns-645c984745-hfhdr,0.034963219227660776
1701356399000,kelvin-5895d85cbd-qlmdf,0.03316580536321947
1701356399000,cni-metrics-helper-7fc768d6cb-qckpt,0.031590184691643874
1701356399000,prometheus-prometheus-node-exporter-f2r7q,0.029130288954975898
1701356399000,newrelic-bundle-kube-state-metrics-6994bd5884-mf7vc,0.028299936298212657
1701356399000,aws-load-balancer-controller-bf9dc8dc9-l7h8m,0.02784938016180964
1701356399000,metrics-server-9f459d97b-m5rlw,0.023904740364583336
1701356399000,spin-deck-6467b9c487-d9vxg,0.023699079722891134
1701356399000,event-exporter-d88d4f8f4-74rll,0.02038052853221978
1701356399000,kube-proxy-5r9tq,0.01953437592128118
1701356399000,kube-proxy-hqv4t,0.019455190668169663
1701356399000,kube-proxy-d6zjh,0.019441899779860182
1701356399000,kube-proxy-xzf98,0.019209942728741963
1701356399000,plugin-google-cloud-inven-collector-bokkcdtoksbunfvk-794f6vtmgv,0.01917583862493123
1701356399000,plugin-1030a94531fb-vmaauetqosmukhn-7d86b7cc5b-hlmws,0.016846692190845794
1701356399000,plugin-google-cloud-inven-collector-bokkcdtoksbunfvk-794f65cn5j,0.01561112166460249
1701356399000,plugin-1030a94531fb-vmaauetqosmukhn-7d86b7cc5b-zlnkm,0.015199364773925592
1701356399000,prometheus-pushgateway-586d87c974-7w8hk,0.014505265152359257
1701356399000,newrelic-bundle-nri-prometheus-84879cd44-dbthj,0.01029133786401407
1701356399000,plugin-30d21ef75a5d-kgootqtbwsbtdhgb-65966775dc-7k7lj,0.010159062707294818
1701356399000,plugin-30d21ef75a5d-kgootqtbwsbtdhgb-65966775dc-9h8c8,0.010138249154817827
1701356399000,plugin-30d21ef75a5d-kgootqtbwsbtdhgb-65966775dc-tzts6,0.010079961133715162
1701356399000,plugin-30d21ef75a5d-kgootqtbwsbtdhgb-65966775dc-ltv8g,0.009783795785658675
1701356399000,promtail-6v7r5,0.009687808112196473
1701356399000,plugin-30d21ef75a5d-kgootqtbwsbtdhgb-65966775dc-4vdmj,0.009414323273509002
1701356399000,plugin-30d21ef75a5d-kgootqtbwsbtdhgb-65966775dc-hcsq5,0.009034479220818549
1701356399000,plugin-30d21ef75a5d-kgootqtbwsbtdhgb-65966775dc-fdlz5,0.008998172959056694
1701356399000,ebs-csi-node-lgkd4,0.00866526921875
1701356399000,ebs-csi-node-4x6n4,0.00866526921875
1701356399000,ebs-csi-node-ln8cv,0.00866008421875
1701356399000,redis-85b9b8b9c5-jzht7,0.008633267393299693
1701356399000,ebs-csi-node-h5swc,0.00858170828125
1701356399000,plugin-51f0e2822122-nkllsqtqxsoukirg-84d5c5bbb6-7tz5j,0.008536562638345872
1701356399000,plugin-51f0e2822122-nkllsqtqxsoukirg-84d5c5bbb6-btk4l,0.008495192762683904
1701356399000,plugin-30d21ef75a5d-kgootqtbwsbtdhgb-65966775dc-7cv46,0.008247899512085165
1701356399000,plugin-30d21ef75a5d-kgootqtbwsbtdhgb-65966775dc-tvftx,0.008196248968159119
1701356399000,sp1-agent-opencost-64786844f6-qzxbx,0.006294602566794731
1701356399000,promtail-xdfff,0.006231270161260965
1701356399000,inventory-759fdf99bd-mhqhq,0.00599830917073501
1701356399000,inventory-scheduler-76bd444598-t47q2,0.005996823337401676
1701356399000,aws-node-8g49b,0.005816580686090278
1701356399000,aws-node-jvdtt,0.005783403422609966
1701356399000,aws-node-8hr4v,0.005649333136971792
1701356399000,promtail-tsx29,0.0056226416580795364
1701356399000,aws-node-t75xm,0.005570234888680776
1701356399000,plugin-aws-hyperbilling-cost-datasource-lrllinclhxuosbb-56lh9q9,0.004878225200366614
1701356399000,castai-agent-cpvpa-f7b6678d5-zh94t,0.004273121303686241
1701356399000,promtail-zw8zj,0.004174412440230951
1701356399000,repository-9cc854765-xf69l,0.004156885129348066
1701356399000,inventory-worker-75cdbd4b5d-mpq7d,0.003833556012843278
1701356399000,identity-79bd89d7b9-jkjdx,0.003812880538838933
1701356399000,console-api-786fb8d6c7-7zggk,0.003737900466258718
1701356399000,statistics-worker-6d5b574877-njc72,0.003620874395804819
1701356399000,plugin-openstack-inven-collector-orzzikikikuvfbx-fd67ccf7cvbj9s,0.003318601863507644
1701356399000,plugin-30d21ef75a5d-mrggikixahdsavcmm-76bd56bf85-5w49h,0.003216818679410212
1701356399000,plugin-30d21ef75a5d-mrggikixahdsavcmm-76bd56bf85-pswrj,0.0031940796096175655
1701356399000,plugin-30d21ef75a5d-mrggikixahdsavcmm-76bd56bf85-ksrn9,0.0031581916991314644
1701356399000,plugin-30d21ef75a5d-mrggikixahdsavcmm-76bd56bf85-4xxk6,0.0031454133234157826
1701356399000,plugin-prowler-inven-collector-jbkkhxcqbhxfggcjm-565dd8c5b6sf8v,0.0030956730984535727
1701356399000,spin-echo-7668f7c49c-f2p2b,0.002862251415094482
1701356399000,plugin-google-billing-cost-datasource-gdnnfefxwslfghje-789wrpmt,0.0028405728527563056
1701356399000,plugin-prowler-inven-collector-jbkkhxcqbhxfggcjm-565dd8c5bkmn2m,0.002714890311304987
1701356399000,inventory-6ffd566b88-4fshp,0.0026693270423874464
1701356399000,spin-igor-88dbc4bcd-sg2t8,0.002638432356347582
1701356399000,plugin-openstack-inven-collector-orzzikikikuvfbx-fd67ccf7cmw7qg,0.002613862892592975
1701356399000,plugin-bfc46d09140b-jbkkhktqwsjukfk-5bb454b9c6-j8zlb,0.00245753909254177
1701356399000,plugin-30d21ef75a5d-mrggikixahdsavcmm-76bd56bf85-9zgbt,0.002444628769486406
1701356399000,plugin-30d21ef75a5d-mrggikixahdsavcmm-76bd56bf85-bfhdw,0.002384392454502244
1701356399000,plugin-30d21ef75a5d-mrggikixahdsavcmm-76bd56bf85-bfhr8,0.002378651111969935
1701356399000,plugin-30d21ef75a5d-mrggikixahdsavcmm-76bd56bf85-h679k,0.00237853931739613
1701356399000,plugin-30d21ef75a5d-mrggikixahdsavcmm-76bd56bf85-z7qk4,0.002363516952300128
1701356399000,plugin-30d21ef75a5d-mrggikixahdsavcmm-76bd56bf85-blsnr,0.0023564261506693095
1701356399000,service-portal-api-worker-978d5d8f-r9nkb,0.0021337017107493066
1701356399000,plugin-bfc46d09140b-jbkkhktqwsjukfk-5bb454b9c6-clqw4,0.0020427639878471005
1701356399000,plugin-aws-phd-inven-collector-bokkcdtoksbuohxa-6775446dfdmkfhg,0.002040866948759237
1701356399000,notification-worker-7dbc948bcd-md5sh,0.0019712017923948426
1701356399000,plugin-aws-cost-explorer-cost-datasource-kgootqtbwsofdha-cztltz,0.0018916422661267522
1701356399000,prometheus-prometheus-node-exporter-zvlkb,0.001866058096445863
1701356399000,plugin-http-file-cost-datasource-kgootqtbbcetlcbk-7db45c5dmkh9f,0.0018612896372532384
1701356399000,cost-analysis-worker-6cc775c5b4-tsp6v,0.0018516160710289628
1701356399000,cost-analysis-worker-6cc775c5b4-8vtls,0.0018346509455947856
1701356399000,plugin-aws-phd-inven-collector-bokkcdtoksbuohxa-6775446dfd6cxxq,0.0018174341735830506
1701356399000,plugin-prowler-inven-collector-jbkkhxcqzudckwcdd-7d44787fc8jrlp,0.0017871564328495082
1701356399000,dashboard-6fd6655747-zvhjs,0.0016869123929567126
1701356399000,plugin-prowler-inven-collector-orzzivckeunczahxj-7b89f47769vfpk,0.0016841075895851721
1701356399000,cost-analysis-844b945885-v2lvh,0.0016724083867131158
1701356399000,plugin-spaceone-inven-collector-wjddfvcgfocdsna-684c47c65cjzpjp,0.0016295754376410205
1701356399000,service-portal-api-rest-58dcd7c8bd-b9dkc,0.0016222239233172884
1701356399000,identity-7467974484-bwtk2,0.0016203534324080524
1701356399000,plugin-prowler-inven-collector-jbkkhxcqzudckwcdd-7d44787fc9tjqw,0.0016176427862392947
1701356399000,plugin-prowler-inven-collector-orzzivckeunczahxj-7b89f4776bplrj,0.001609452966754247
1701356399000,repository-654989f888-xwh2m,0.0015815749345015843
1701356399000,statistics-bcf65967d-vzgkn,0.0015654669246217118
1701356399000,monitoring-rest-b57fb5846-7jwjk,0.0015641161839668265
1701356399000,plugin-spaceone-member-inven-collector-lrllincdribtvviba-6tm95d,0.0015433556629419478
1701356399000,plugin-spaceone-inven-collector-wjddfvcgfocdsna-684c47c65ctq86d,0.0015205381312500864
1701356399000,console-api-v2-rest-5c75dff5f7-gv5s6,0.0015076853983867259
1701356399000,spacectl-7dcfbcb7b4-dhqm7,0.001499684392508568
1701356399000,cost-analysis-worker-6cc775c5b4-lg875,0.0014980107655242038
1701356399000,cost-analysis-worker-6cc775c5b4-vb4hz,0.0014904321636924178
1701356399000,plugin-github-inven-collector-orzzivckqsohvoibd-55d575cdd8q642q,0.001486547794696265
1701356399000,plugin-spaceone-dynamic-ui-collector-rrzzircjrsbfokio-6bb5m4kmb,0.0014053839834809777
1701356399000,service-portal-api-scheduler-59974b87d9-6pnd8,0.0014046564060236002
1701356399000,plugin-github-inven-collector-samuel-v3-bokkcwcokszijbsvl-fp27c,0.0014042280174476041
1701356399000,plugin-spaceone-member-inven-collector-lrllincdribtvviba-6pwdvs,0.0013916492425839135
1701356399000,plugin-spaceone-member-inven-collector-nkllsgcqzixcofxg-5fbkvgw,0.001391121459004402
1701356399000,plugin-keycloak-identity-auth-rrzzircjrsgszxtbr-64959cc8bd7cs7s,0.001390632119982969
1701356399000,plugin-spaceone-dynamic-ui-collector-rrzzircjrsbfokio-6bb56zx6j,0.0013901338143439742
1701356399000,plugin-github-inven-collector-rrzzircjrsrhomubz-68bf995d94d4vlk,0.0013816256602054882
1701356399000,plugin-github-inven-collector-samuel-v3-aobbckcbrsriokumz-dmbwd,0.0013804603055650323
1701356399000,plugin-github-inven-collector-samuel-wjddfvcobsjsjjikd-7c5cltkh,0.001374428372160622
1701356399000,plugin-github-inven-collector-orzzivckqsohvoibd-55d575cdd8d2szf,0.0013713427274540612
1701356399000,plugin-openstack-inven-collector-exlluwiqiwumfqj-5cd5c8687l6hvl,0.0013712257020684516
1701356399000,plugin-spaceone-dynamic-ui-collector-bokkcwcoksnsbxixe-7cb6svmv,0.0013701918904785479
1701356399000,plugin-github-inven-collector-samuel-v3-znooijcgxsdhqmcv-5k8flb,0.0013698998094912394
1701356399000,plugin-github-inven-collector-wjddfvcobsrhxunn-845dffdcbb-rnkhg,0.0013697349788795465
1701356399000,plugin-github-inven-collector-samuel-wjddfvcobsjsjjikd-7c5xhhwc,0.0013691208314692168
1701356399000,plugin-spaceone-dynamic-ui-collector-bokkcwcoksnsnvcl-54cfglh6s,0.0013690595953037002
1701356399000,plugin-github-inven-collector-exlludcqwsmhmvfol-5645c6dcf8xxzm9,0.0013683508356456856
1701356399000,supervisor-scheduler-7766744c56-jxjhs,0.0013673627372449385
1701356399000,console-api-v2-rest-64cdb8dff5-9ng4p,0.0013667467665173245
1701356399000,plugin-spaceone-dynamic-ui-collector-kgootocbwsvivnfbm-595927sd,0.0013622449349199612
1701356399000,plugin-github-inven-collector-vmaauacqosxsnksmo-75cb8547b8j954k,0.0013597098547830436
1701356399000,plugin-jenkins-inven-collector-qrlligieixudhlw-5fd86c6dd6-pctzk,0.0013364650667936043
1701356399000,plugin-google-cloud-inven-collector-dovvcbiniocemtv-5b6f749jk6s,0.001335319744823323
1701356399000,plugin-github-inven-collector-samuel-v3-bokkcwcokszijbsvl-vxvqc,0.0013211839615635034
1701356399000,plugin-spaceone-member-inven-collector-nkllsgcqzixcofxg-5fd96s5,0.0013103087336428846
1701356399000,plugin-google-cloud-inven-collector-dovvcbiniocemtv-5b6f74hzhd5,0.0012906026218613238
1701356399000,plugin-openstack-inven-collector-exlluwiqiwumfqj-5cd5c8687pp576,0.001285644578805464
1701356399000,plugin-spaceone-dynamic-ui-collector-bokkcwcoksnsbxixe-7cbmclnz,0.0012810941272819593
1701356399000,plugin-github-inven-collector-vmaauacqosxsnksmo-75cb8547b8b5pbx,0.0012808035503977947
1701356399000,plugin-github-inven-collector-samuel-v3-znooijcgxsdhqmcv-5w5b78,0.0012800649585291367
1701356399000,plugin-github-inven-collector-samuel-v3-aobbckcbrsriokumz-b9zlb,0.0012793898507695957
1701356399000,plugin-spaceone-dynamic-ui-collector-bokkcwcoksnsnvcl-54cf9sp86,0.0012779291651022632
1701356399000,plugin-github-inven-collector-rrzzircjrsrhomubz-68bf995d94x46kc,0.0012765579115745287
1701356399000,plugin-github-inven-collector-exlludcqwsmhmvfol-5645c6dcf872khx,0.001274418593738127
1701356399000,plugin-spaceone-dynamic-ui-collector-kgootocbwsvivnfbm-595bhmgg,0.0012739897501801783
1701356399000,plugin-aws-shd-inven-collector-nkllskiqixcbxirg-5b57964464kf7bk,0.0012708480859325237
1701356399000,plugin-github-inven-collector-wjddfvcobsrhxunn-845dffdcbb-28fbd,0.0012693180879115471
1701356399000,plugin-jenkins-inven-collector-qrlligieixudhlw-5fd86c6dd6-4vv64,0.001241135636485752
1701356399000,plugin-aws-shd-inven-collector-nkllskiqixcbxirg-5b57964464gvgws,0.0012159162702403456
1701356399000,plugin-30d21ef75a5d-kgootqtbwsbtdhgb-65966775dc-cmz52,0.0012050342314636473
1701356399000,plugin-566dbba0ca3c-dovvcbiniocexcjn-7b5dc9c997-2hfqv,0.001187747163953633
1701356399000,notification-scheduler-84f9b687cd-2jgbf,0.0011816046847850064
1701356399000,monitoring-worker-5bb8b5fc65-9gdmz,0.0011809510682605634
1701356399000,plugin-worker-844b9f4dcc-ml84g,0.00117636892226362
1701356399000,plugin-api-direct-mon-webhook-qrllixcexsjhxrtl-867bbd5674-5kcgk,0.0011595560348041376
1701356399000,prometheus-prometheus-node-exporter-n8ccb,0.0011580226173385575
1701356399000,plugin-prometheus-mon-webhook-gdnnfdcxwsjinlfbb-677fd48d54jf9bt,0.001151916538934951
1701356399000,monitoring-5787fd6cf6-8mxl5,0.0011505728080009171
1701356399000,plugin-keycloak-identity-auth-aobbckcqinfdjiv-5dcfcc5b66-vnw8w,0.0011487793683900732
1701356399000,notification-546d67b574-ftd8t,0.0011474612168820312
1701356399000,plugin-mzc-sms-noti-protocol-wjddfvcnixsrfnk-575856b5-wf6sn,0.001143518129679772
1701356399000,board-75b78d7b89-zxh9k,0.0011393652331198943
1701356399000,file-manager-549d5b9568-xnk65,0.001139310724660275
1701356399000,config-5c6df5f8fd-d2tgm,0.0011379680429458683
1701356399000,plugin-7b87495685-sv77m,0.0011338867204272374
1701356399000,plugin-slack-noti-protocol-lrllincjfwsqxcbz-fcfb787f8-nprfh,0.0010947491468233242
1701356399000,plugin-5cdf8d72a7cc-xbmmhrcdksgsnguxl-5f664f9fd4-c5s6x,0.0010938218053600894
1701356399000,plugin-9881b9b440a4-orzzivckqsqsznhrj-65cdd678d-dm78z,0.0010809158097184535
1701356399000,plugin-aws-sns-mon-webhook-nkllsqtqxsoukdhxb-5f95c98c6f-hbrb4,0.0010683557442536847
1701356399000,plugin-email-noti-protocol-wjddfntobsgumxiob-84c4b87d6-s5n7x,0.0010597339648629551
1701356399000,secret-66f54749d9-jffr7,0.0010013949874474316
1701356399000,castai-evictor-696ffc855-45k28,0.0009732776705916569
1701356399000,prometheus-prometheus-node-exporter-mmnkm,0.0009643991750071187
1701356399000,service-portal-59bb76c698-84ds8,0.0009318662266394242
1701356399000,prometheus-prometheus-node-exporter-47cf8,0.0009300902523337522
1701356399000,console-api-6b6fbcf5c7-554vn,0.0008637448191568725
1701356399000,vizier-operator-55ffdd4987-6fwx7,0.0006981723834872622
1701356399000,sp1-agent-opencost-7dd58cd576-7d4r8,0.0006871121540748819
1701356399000,newrelic-bundle-nri-kube-events-6d7cc6755c-7s8mr,0.0006753365956531649
1701356399000,identity-767548c75-cjhw5,0.0006369282123005937
1701356399000,identity-5dd49b647c-jff5v,0.0005015463633071276
1701356399000,loki-gateway-655ddfb6b-pbxzw,0.0004868804939658388
1701356399000,console-api-v2-rest-579c5bd554-wf74t,0.0004236031560681914
1701356399000,inventory-worker-6ddcfb4959-v2r2g,0.0004075583155369834
1701356399000,inventory-scheduler-8d764fc78-4rxc5,0.0003709184611475272
1701356399000,redis-65ffbcbfdf-zx4nz,0.0002669082672426213
1701356399000,inventory-worker-57d8945bfd-cwjvf,0.00025548243597164823
1701356399000,identity-6d985b5fbb-kgjn2,0.00023561345798012604
1701356399000,identity-64fd8cddbf-bthf2,0.00022917990801582739
1701356399000,console-api-v2-rest-67597dc7c9-cskln,0.00019475075606061946
1701356399000,identity-6778ffbd44-pqxxm,0.0001844742458506584
1701356399000,identity-5b75c8d68c-mqjbm,0.00018265407565652852
1701356399000,inventory-5f44b5697b-l55rq,0.00015687730963485585
1701356399000,statistics-worker-789c9dd9c6-tcj7l,0.00013888698907680785
1701356399000,identity-559ddb6b4d-kqxcv,0.00011824190762138199
1701356399000,redis-85dd988dcd-phk97,0.00011510474633121238
1701356399000,console-84d77df4b5-hsr2t,0.00010459610948910901
1701356399000,castai-evictor-6b5c9974d6-p7t85,0.00010365094412207631
1701356399000,vizier-pem-jnl6z,0.00009992967947729592
1701356399000,plugin-8bfb8dccb-42kwh,0.00009943559204501376
1701356399000,cost-analysis-worker-7454bb645f-8b8bg,0.00009561582560854905
1701356399000,newrelic-bundle-newrelic-logging-v24p2,0.00009447916666666666
1701356399000,maintenance-75d89b64b7-gzrlz,0.00008847707176208495
1701356399000,newrelic-bundle-nrk8s-kubelet-ggsgp,0.00008682377518018087
1701356399000,identity-7998556f8d-bbdth,0.00008505641503135384
1701356399000,console-api-v2-rest-77599fb589-s4fwl,0.0000792368102249293
1701356399000,vizier-pem-4xtbw,0.00007652957182092457
1701356399000,console-api-v2-rest-74c8b49cb7-lmnd9,0.0000722151202317753
1701356399000,cost-analysis-worker-7454bb645f-9t497,0.00007126328528316588
1701356399000,newrelic-bundle-newrelic-logging-nfrnz,0.00007085937500000001
1701356399000,sp1-agent-opencost-7dd58cd576-kds2t,0.00006976304205180959
1701356399000,newrelic-bundle-nrk8s-kubelet-8t82s,0.00006511783138513566
1701356399000,cost-analysis-worker-7454bb645f-dqzl5,0.00006099802217771561
1701356399000,console-676f97dbd5-clwlg,0.000060738726615905763
1701356399000,secret-5856679496-7ljhz,0.00005458548997220133
1701356399000,console-api-85b6b87d89-7nv69,0.00005419691163002603
1701356399000,cost-analysis-worker-7454bb645f-htklw,0.00005068076105889169
1701356399000,inventory-694f444bff-kpfjd,0.00004653303434167307
1701356399000,docs-7d647c97d7-vx8nk,0.000045201994700616406
1701356399000,statistics-5bc8dc4cb8-mdpcg,0.0000417048354050699
1701356399000,marketplace-assets-56599bc9df-l4xw6,0.00003978511619567871
1701356399000,kube-proxy-gqn69,0.00003730362278620402
1701356399000,board-6fd584c4c6-bvsc9,0.000037160841833269194
1701356399000,monitoring-worker-c94ff5984-m688b,0.00003694367765995717
1701356399000,inventory-scheduler-bf8d5dd7c-t7gnc,0.00003691727372498742
1701356399000,console-api-v2-rest-5df4dddb48-997dr,0.00003509678062442142
1701356399000,notification-68556c775d-w8gpv,0.000032769249324784963
1701356399000,config-677cc8ddd4-d889s,0.00003210646442678431
1701356399000,inventory-worker-67ffbb67f7-n6hxw,0.00003179569768553095
1701356399000,identity-5464bf87bd-mlvd7,0.00003145432070294154
1701356399000,repository-c5889446f-j8gfb,0.00003096131514999625
1701356399000,statistics-scheduler-5d6dcbdd55-hgz5t,0.000030484349906472908
1701356399000,inventory-worker-5995d6cbcb-fbjhp,0.000030436178751518058
1701356399000,monitoring-7594496778-2k4z4,0.00002997952182198171
1701356399000,kube-proxy-8jtcn,0.00002810852031707764
1701356399000,identity-858bcfcc77-vgnzx,0.000027946073979790474
1701356399000,cost-analysis-7d86b77ccc-q8txt,0.00002609042078992915
1701356399000,inventory-scheduler-776f55c4d4-6glkf,0.000025956142140451017
1701356399000,inventory-scheduler-78bb5f9777-fbj5w,0.000025293881037650465
1701356399000,dashboard-7878b9cb5-jgqgh,0.00002490830040791429
1701356399000,secret-66b7c8b795-z25cq,0.00002356245114952486
1701356399000,plugin-worker-58bddc9b4c-ltclr,0.00002180118218705587
1701356399000,file-manager-66d7bcf78b-rdtm9,0.00002161692054727315
1701356399000,plugin-scheduler-574755844-qkk8t,0.000021050391884582148
1701356399000,notification-worker-78c6ff94db-wfznc,0.000020313946027508335
1701356399000,castai-evictor-6cc5cb797b-hwgfb,0.000018460894347805398
1701356399000,identity-769fcf4f9c-lk2rf,0.000018184218471133024
1701356399000,ebs-csi-node-n2jbs,0.0000167121875
1701356399000,console-6f66d8dc56-qdtkt,0.000016621431827545167
1701356399000,monitoring-rest-7b9bbd8fb6-5jgcg,0.000015760581245384243
1701356399000,cost-analysis-scheduler-f688c5d77-jgpwk,0.000015297206806475132
1701356399000,monitoring-scheduler-59f494774b-rkk44,0.000015170298422164816
1701356399000,identity-644d6dc784-4c4d4,0.000013944363351936555
1701356399000,inventory-75b69895f8-gccqt,0.000013400533157893664
1701356399000,docs-6d9d764dd5-pn47p,0.000012794406293396611
1701356399000,ebs-csi-node-f8k7w,0.000012534140625
1701356399000,inventory-756f9b4fb5-49qqw,0.000012198621934358974
1701356399000,notification-scheduler-d6c6bc5c9-m9b5n,0.000011704673518897062
1701356399000,docs-66ccd8b579-hlzrw,0.000011200559392780825
1701356399000,aws-node-qzd25,0.000010658313528696696
1701356399000,aws-node-dq792,0.00000831880683898926
1701356399000,console-967dc8db4-9fl9n,0.000007841838359832761
1701356399000,promtail-k4rn2,0.00000533516995957635
1701356399000,promtail-nl97n,0.000003886539825842865
1701356399000,console-658f5d65f5-qpcrx,0.0000025935173034667965
1701356399000,console-84cc6bcc58-ppmwh,0.0000011844468442457939
1701356399000,inventory-scheduler-7cb85548cf-6d9m4,7.586622238159179e-7
1701356399000,console-5c74d579d-zz5z7,7.274932861328126e-7
1701356399000,castai-evictor-696ffc855-gx976,6.583600327143015e-7
1701356399000,prometheus-prometheus-node-exporter-fjmxs,6.538203642117924e-7
1701356399000,prometheus-prometheus-node-exporter-vnbtf,5.836566783782863e-7
1701356399000,cost-analysis-scheduler-774fc44495-qbrqq,5.309000015258789e-7
1701356399000,statistics-scheduler-8855978c7-8wd8c,4.614124298095703e-7
1701356399000,service-portal-6f5f6785cc-t2dfs,4.592394828796387e-7
1701356399000,console-7f55cdb64-vxf9t,3.590035438537597e-7
1701356399000,plugin-scheduler-5855bf7569-lb4qs,3.076472282409668e-7
1701356399000,monitoring-scheduler-55595d5f6-g4nxn,2.8706264495849606e-7
1701356399000,docs-ffcf97c-mkwcd,2.708460964876644e-7
1701356399000,castai-evictor-6cc5cb797b-k4fsw,1.3252639770507813e-7
1701356399000,castai-evictor-6b5c9974d6-7k2wx,1.313815116882324e-7
